,carat,cut,color,clarity,depth,table,x,y,z,price_predicted,cut_value
4300,0.39,Premium,F,VVS1,59.7,58.0,4.75,4.73,2.83,1270.0507017466662,0
4301,0.71,Ideal,E,SI2,62.7,56.0,5.68,5.71,3.57,2165.4164103391267,0
4302,0.31,Ideal,G,SI1,61.2,56.0,4.37,4.39,2.68,722.9343456312963,0
4303,0.5,Premium,G,SI2,60.7,57.0,5.15,5.07,3.1,945.9148979173988,0
4304,0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,1672.090331327985,0
4305,0.36,Premium,F,VS2,60.5,60.0,4.61,4.55,2.77,621.1071552349749,0
4306,1.15,Premium,G,VS1,63.0,60.0,6.68,6.6,4.18,7863.107350986182,0
4307,0.71,Ideal,J,VS1,62.3,55.0,5.7,5.73,3.56,1993.9736561866375,0
4308,0.4,Premium,E,IF,61.3,58.0,4.77,4.73,2.91,1145.7576881121568,0
4309,0.51,Ideal,E,SI1,61.7,56.0,5.13,5.17,3.18,1326.6197485605917,0
4310,0.71,Good,G,VS2,64.0,55.0,5.65,5.67,3.62,2954.82480617466,1
4311,1.09,Premium,F,SI1,62.7,58.0,6.56,6.51,4.1,5873.282319496804,0
4312,2.14,Ideal,H,SI2,61.9,57.0,8.34,8.28,5.14,13822.275626759832,0
4313,1.29,Ideal,F,VS1,60.7,57.0,7.08,7.05,4.29,10942.14817753686,0
4314,1.03,Ideal,F,SI1,61.3,57.0,6.58,6.51,4.01,5030.703485826893,0
4315,0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81,981.1697300473606,0
4316,0.31,Ideal,I,IF,61.3,57.0,4.4,4.34,2.68,609.8474218025694,0
4317,0.41,Premium,I,VVS1,61.9,57.0,4.82,4.78,2.97,668.33526162614,0
4318,0.31,Ideal,D,SI1,62.4,56.0,4.33,4.35,2.71,682.3270962795687,0
4319,1.56,Good,J,VS2,62.3,64.0,7.41,7.36,4.6,7517.333905547945,1
4320,0.3,Ideal,D,VS2,61.0,55.0,4.38,4.34,2.66,706.5656061313202,0
4321,1.51,Premium,H,SI1,61.2,60.0,7.46,7.37,4.54,9205.882675947068,0
4322,0.74,Premium,F,SI2,59.6,58.0,5.91,5.87,3.51,2312.4521982120496,0
4323,0.4,Good,G,VS2,62.8,54.4,4.67,4.7,2.94,1004.8558418669963,1
4324,0.82,Premium,G,SI2,60.7,61.0,6.01,5.98,3.64,2592.8376573483256,0
4325,1.2,Ideal,H,SI2,61.0,57.0,6.9,6.84,4.19,5644.951567985393,0
4326,0.9,Good,F,VS2,63.3,57.0,6.04,6.09,3.84,4855.980767624456,1
4327,0.33,Premium,E,VS2,61.1,59.0,4.49,4.45,2.73,511.88865472540783,0
4328,0.31,Ideal,F,VS2,61.9,54.0,4.38,4.35,2.7,709.8687966526923,0
4329,0.91,Very Good,F,VS2,62.1,58.0,6.19,6.24,3.86,5146.041544307762,0
4330,1.11,Very Good,G,SI2,63.2,56.0,6.61,6.56,4.16,4759.769176900023,0
4331,0.31,Premium,H,VVS2,60.6,60.0,4.34,4.38,2.64,807.5201500062867,0
4332,1.25,Premium,H,SI2,60.5,61.0,6.97,6.91,4.2,5818.553227659722,0
4333,0.4,Very Good,F,SI2,62.6,53.0,4.7,4.75,2.96,384.6075740157139,0
4334,1.53,Premium,E,SI2,58.9,59.0,7.63,7.55,4.47,9069.363212663138,0
4335,1.0,Good,F,SI2,60.2,65.0,6.38,6.41,3.85,4073.0084449332235,1
4336,1.02,Very Good,E,VS2,59.2,58.0,6.52,6.58,3.88,7048.515165036308,0
4337,0.9,Good,D,SI1,63.6,63.0,6.07,6.03,3.85,3960.015442197895,1
4338,0.6,Premium,G,VVS1,60.0,58.0,5.53,5.43,3.29,2397.814116972604,0
4339,1.0,Fair,J,SI1,64.9,58.0,6.29,6.23,4.06,2974.6124479591017,1
4340,0.59,Very Good,E,SI1,62.9,58.0,5.31,5.34,3.35,1777.9335335474425,0
4341,0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72,676.4126256521263,0
4342,1.11,Premium,E,SI2,62.5,58.0,6.61,6.63,4.14,5217.904544356166,0
4343,0.72,Very Good,G,SI2,59.7,56.0,5.83,5.89,3.5,2283.262204728773,0
4344,1.12,Ideal,G,SI2,62.4,56.0,6.63,6.67,4.15,5040.68907528304,0
4345,0.56,Ideal,G,VS2,62.0,56.0,5.28,5.3,3.28,1921.4115008166318,0
4346,0.23,Very Good,E,VVS2,63.8,57.0,3.88,3.9,2.48,490.4536124295919,0
4347,1.06,Premium,E,VS2,62.3,58.0,6.52,6.49,4.05,7211.198696935364,0
4348,0.33,Very Good,F,VS1,59.3,56.0,4.49,4.55,2.68,1166.992817166094,0
4349,1.01,Fair,F,SI2,58.2,61.0,6.48,6.52,3.78,4549.6773003663675,1
4350,1.01,Very Good,F,VS2,59.1,59.0,6.58,6.65,3.91,6189.698003386242,0
4351,1.32,Premium,F,SI2,60.6,60.0,7.05,7.1,4.29,7214.027128374113,0
4352,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,15389.202213344193,0
4353,0.73,Premium,G,I1,62.5,58.0,5.82,5.74,3.61,1624.8308826158614,0
4354,0.71,Premium,E,SI1,59.2,59.0,5.83,5.86,3.46,2576.0541580964455,0
4355,0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48,2432.92911269212,0
4356,1.16,Ideal,D,VS1,61.2,58.0,6.73,6.76,4.13,10363.684697538178,0
4357,2.01,Very Good,J,SI2,63.3,56.0,7.86,7.96,5.01,11732.431376690742,0
4358,1.0,Very Good,D,SI1,61.4,63.0,6.35,6.41,3.92,5611.121856013051,0
4359,1.04,Fair,G,SI2,66.1,60.0,6.32,6.23,4.15,3580.7576528793106,1
4360,2.0,Good,G,SI2,64.3,60.0,7.87,7.83,5.05,12100.686720233649,1
4361,0.42,Ideal,F,VVS2,61.6,56.0,4.85,4.83,2.98,1040.3834582856216,0
4362,1.0,Good,H,SI1,64.9,56.0,6.24,6.31,4.07,4158.102376674269,1
4363,0.7,Ideal,F,VS1,61.2,58.0,5.7,5.73,3.5,3241.6346604328573,0
4364,0.3,Ideal,D,VS2,61.0,55.0,4.36,4.33,2.65,811.8144524300151,0
4365,0.4,Premium,D,VS2,62.5,59.0,4.72,4.66,2.93,701.7910931809674,0
4366,0.32,Good,D,SI1,63.3,57.0,4.37,4.38,2.77,494.6550850774438,1
4367,0.71,Very Good,F,SI2,63.2,57.0,5.66,5.7,3.59,1997.3140253568963,0
4368,0.3,Premium,D,VS1,60.7,58.0,4.34,4.36,2.64,709.8794703906315,0
4369,0.77,Ideal,F,SI1,61.7,56.0,5.85,5.91,3.63,3133.6559785205427,0
4370,1.08,Premium,H,VS2,62.4,58.0,6.56,6.49,4.07,5914.0294461691155,0
4371,0.5,Good,D,SI2,63.4,59.0,5.0,5.03,3.18,1014.1113416326734,1
4372,0.57,Ideal,E,VS1,61.4,57.0,5.32,5.37,3.28,2141.841150348424,0
4373,0.73,Good,E,VS2,64.2,54.0,5.68,5.72,3.66,3215.897240711169,1
4374,0.3,Ideal,H,IF,62.1,55.0,4.3,4.27,2.66,790.0489948236791,0
4375,0.71,Ideal,H,SI2,59.4,57.0,5.87,5.81,3.47,1892.0814587161221,0
4376,0.32,Premium,F,VS2,59.4,58.0,4.48,4.44,2.65,790.8313266873956,0
4377,0.23,Good,G,VVS2,63.8,56.0,3.94,3.9,2.5,475.54625344481974,1
4378,0.7,Ideal,E,VS2,61.9,58.0,5.7,5.73,3.54,2950.8303595022153,0
4379,0.7,Good,H,SI1,63.8,58.0,5.66,5.59,3.59,1676.7487714363706,1
4380,0.54,Ideal,G,VVS2,60.6,56.0,5.26,5.27,3.19,2104.556856812309,0
4381,0.3,Premium,I,VS1,61.6,61.0,4.28,4.23,2.62,426.8323766367066,0
4382,0.71,Very Good,E,VS2,61.6,56.0,5.74,5.81,3.56,3191.4270344407123,0
4383,1.5,Good,I,SI1,62.9,60.0,7.12,7.16,4.49,8619.638343015187,1
4384,1.12,Premium,F,VS1,61.8,59.0,6.75,6.65,4.14,7942.404815881888,0
4385,0.31,Ideal,D,VS2,60.8,56.0,4.39,4.42,2.68,870.1478681507506,0
4386,0.7,Good,I,SI1,63.5,59.0,5.62,5.65,3.58,1460.9044211803885,1
4387,1.01,Ideal,G,VVS2,60.9,56.0,6.51,6.55,3.98,7153.674866733341,0
4388,0.32,Very Good,D,SI1,63.1,57.0,4.38,4.37,2.76,494.82216677213364,0
4389,1.63,Ideal,H,VS2,62.4,55.0,7.53,7.57,4.71,11421.596149204075,0
4390,0.72,Ideal,E,VS2,61.1,56.0,5.78,5.81,3.54,3351.4545757006345,0
4391,0.39,Ideal,I,VS2,60.8,56.0,4.72,4.75,2.88,810.8493113620934,0
4392,0.3,Very Good,G,SI1,61.0,58.0,4.3,4.32,2.63,726.2637419030143,0
4393,1.22,Very Good,J,SI2,62.2,60.0,6.77,6.89,4.25,4722.730255128623,0
4394,0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3,1708.1022966202072,0
4395,2.03,Premium,I,SI1,59.9,58.0,8.23,8.21,4.92,14517.619475688698,0
4396,0.54,Ideal,G,SI1,61.7,55.0,5.24,5.27,3.24,1352.8791261391525,0
4397,0.72,Ideal,H,VS1,61.6,55.0,5.76,5.8,3.56,2871.7079347199433,0
4398,0.44,Very Good,E,VVS2,59.6,59.0,4.98,4.99,2.97,1294.3028174705323,0
4399,0.3,Ideal,G,IF,61.6,56.0,4.34,4.36,2.68,723.087794017767,0
4400,2.01,Very Good,I,VS1,62.9,59.0,7.94,8.03,5.02,16120.490638177926,0
4401,0.3,Ideal,E,VS2,62.3,56.0,4.28,4.32,2.68,773.6476439008911,0
4402,0.31,Ideal,G,VVS1,61.2,56.0,4.34,4.38,2.67,989.7077811682866,0
4403,0.5,Premium,F,SI1,62.5,59.0,5.03,4.99,3.13,1065.6310934558896,0
4404,0.36,Ideal,D,SI1,60.3,56.0,4.61,4.65,2.79,897.296847272908,0
4405,0.5,Ideal,H,VS1,62.6,53.0,5.09,5.14,3.2,1358.0504497180991,0
4406,0.33,Very Good,I,VVS2,61.6,57.0,4.43,4.45,2.73,702.4611094319916,0
4407,0.97,Very Good,G,VVS1,61.9,54.0,6.33,6.36,3.93,7233.614706582888,0
4408,0.31,Ideal,F,IF,62.0,55.0,4.37,4.41,2.72,798.1504692788512,0
4409,0.31,Premium,H,VS1,62.4,58.0,4.34,4.28,2.69,441.03206333871276,0
4410,1.51,Very Good,J,VS2,61.0,58.0,7.35,7.41,4.5,7978.597587765817,0
4411,0.32,Good,I,VS2,63.2,56.0,4.32,4.38,2.75,970.1956473124883,1
4412,1.43,Very Good,J,VS2,62.8,56.0,7.13,7.19,4.5,7400.760751308169,0
4413,1.0,Very Good,G,VS2,62.9,56.0,6.27,6.42,3.99,6284.173703940271,0
4414,1.32,Ideal,G,SI2,62.9,57.0,6.98,6.94,4.38,6732.0432565277115,0
4415,0.77,Very Good,D,VS2,63.0,58.0,5.81,5.85,3.67,4001.7947933669966,0
4416,0.23,Very Good,E,VVS1,60.2,59.0,3.97,4.01,2.4,875.750234463012,0
4417,1.7,Very Good,J,SI1,63.2,57.0,7.63,7.55,4.8,8894.076615519263,0
4418,0.33,Very Good,G,VVS1,61.2,57.0,4.47,4.5,2.74,797.1696685840834,0
4419,1.06,Ideal,F,I1,62.1,55.0,6.54,6.57,4.07,3436.3719535719283,0
4420,0.7,Good,F,SI1,63.8,58.0,5.56,5.67,3.58,2315.6753289246226,1
4421,1.01,Very Good,G,SI2,63.0,58.0,6.29,6.34,3.98,4235.947671576814,0
4422,1.1,Premium,H,VS2,62.5,58.0,6.59,6.54,4.1,6112.739905564418,0
4423,0.51,Very Good,F,SI2,62.7,56.0,5.07,5.1,3.19,773.3422713536675,0
4424,2.01,Very Good,I,VS1,59.7,63.0,8.24,8.15,4.89,15205.678243892595,0
4425,0.32,Ideal,G,VS1,62.3,56.0,4.39,4.37,2.73,672.8157801633133,0
4426,1.01,Good,E,SI1,63.3,57.0,6.33,6.37,4.02,5205.684939649935,1
4427,1.51,Premium,J,VS2,59.6,60.0,7.58,7.48,4.49,7315.400378759074,0
4428,0.32,Premium,D,SI2,62.5,58.0,4.38,4.33,2.72,524.1164511084608,0
4429,0.32,Very Good,I,VS2,63.2,56.0,4.38,4.32,2.75,375.7799453382613,0
4430,1.2,Ideal,I,SI1,62.6,58.0,6.74,6.71,4.21,5727.659195637738,0
4431,0.42,Premium,G,VS2,60.1,61.0,4.84,4.81,2.9,846.3249545768867,0
4432,2.02,Ideal,F,SI2,62.7,57.0,8.07,7.93,5.03,14222.28067448185,0
4433,0.34,Premium,I,SI1,60.2,59.0,4.55,4.52,2.73,601.7376566946041,0
4434,0.52,Very Good,G,VS1,62.2,63.0,5.22,5.13,3.22,677.0791218705708,0
4435,1.09,Premium,I,VS2,61.3,58.0,6.63,6.58,4.05,4978.15015154747,0
4436,0.72,Premium,G,VS2,62.9,57.0,5.73,5.65,3.58,3175.0869280499955,0
4437,1.56,Ideal,G,VS1,61.3,56.0,7.46,7.51,4.59,14054.959785512743,0
4438,0.39,Ideal,E,VS2,60.5,56.0,4.75,4.77,2.88,950.5702699857356,0
4439,1.04,Premium,I,SI1,62.5,62.0,6.45,6.39,4.01,3948.042285584248,0
4440,0.97,Very Good,G,SI1,60.2,61.0,6.4,6.46,3.87,4364.268311779862,0
4441,1.4,Premium,F,VS2,60.7,58.0,7.26,7.17,4.38,11654.659076635555,0
4442,0.36,Ideal,H,VS2,62.1,55.0,4.61,4.57,2.85,359.6650560306389,0
4443,0.71,Ideal,E,SI1,61.8,57.0,5.72,5.76,3.55,2633.606947970915,0
4444,1.01,Good,E,VS2,63.7,56.0,6.29,6.27,4.0,6212.463095739744,1
4445,0.4,Ideal,I,SI1,61.6,56.0,4.68,4.74,2.9,916.084600760063,0
4446,0.26,Very Good,E,VS1,63.0,59.0,4.03,4.06,2.55,751.3753966135337,0
4447,0.33,Ideal,H,SI2,61.1,57.0,4.46,4.48,2.73,-476.6406812537971,0
4448,0.34,Premium,G,VS2,62.4,59.0,4.47,4.41,2.77,184.64879301421388,0
4449,0.5,Ideal,E,SI1,60.6,59.0,5.13,5.16,3.12,1195.977183497369,0
4450,0.33,Ideal,F,SI2,61.4,57.0,4.44,4.48,2.74,-158.79179566126913,0
4451,0.83,Ideal,H,VS2,61.6,55.0,6.04,6.08,3.73,3777.85142282163,0
4452,0.31,Premium,F,VS2,61.3,59.0,4.34,4.31,2.65,732.8191961479024,0
4453,0.3,Ideal,G,VVS2,61.1,57.0,4.32,4.35,2.65,748.5756680029299,0
4454,0.71,Very Good,I,VS1,61.1,57.0,5.75,5.8,3.53,2215.6564393623776,0
4455,1.58,Ideal,F,SI1,60.3,56.0,7.56,7.62,4.58,11735.285043593616,0
4456,0.7,Ideal,H,SI1,62.5,56.0,5.64,5.69,3.54,2147.54933759274,0
4457,1.01,Ideal,I,VS2,61.3,53.0,6.52,6.54,4.0,4313.92176648102,0
4458,0.61,Very Good,H,VVS2,61.4,57.0,5.46,5.5,3.36,2137.365592322327,0
4459,1.0,Premium,F,VS2,58.6,61.0,6.53,6.5,3.82,6209.850172798004,0
4460,0.9,Very Good,E,SI1,61.7,58.0,6.15,6.2,3.81,4459.938553973454,0
4461,0.9,Ideal,G,SI2,61.4,56.0,6.19,6.23,3.81,3405.5886193481783,0
4462,0.42,Very Good,I,VS1,60.4,60.0,4.82,4.88,2.93,690.0293485536386,0
4463,1.23,Ideal,G,VVS2,62.7,56.0,6.81,6.84,4.28,10477.370721361807,0
4464,0.78,Very Good,F,VS1,63.3,56.0,5.84,5.89,3.71,4074.3910382141185,0
4465,0.9,Good,G,SI2,63.3,59.0,6.07,6.12,3.86,2992.891446695681,1
4466,1.51,Ideal,J,VS2,61.1,57.0,7.36,7.3,4.48,7981.238976986797,0
4467,0.33,Ideal,G,VS2,61.2,55.0,4.46,4.49,2.74,411.70783644676703,0
4468,0.7,Very Good,F,VVS1,63.3,62.0,5.67,5.57,3.56,3600.3495831164764,0
4469,1.09,Ideal,D,SI1,61.9,57.0,6.57,6.61,4.08,6634.254500087798,0
4470,1.08,Premium,I,SI1,62.2,58.0,6.6,6.56,4.09,4357.547237318213,0
4471,0.3,Ideal,H,VVS2,62.1,54.0,4.32,4.35,2.69,574.082207063675,0
4472,0.46,Very Good,F,SI1,63.1,56.0,4.9,4.87,3.08,913.5859484426946,0
4473,0.3,Ideal,E,VVS2,62.1,54.0,4.32,4.35,2.69,680.3832228752653,0
4474,1.24,Very Good,J,SI2,60.4,61.0,6.85,6.92,4.16,4901.382397680529,0
4475,1.15,Very Good,H,SI1,62.4,57.0,6.68,6.71,4.18,5859.738275656669,0
4476,1.22,Ideal,H,SI2,61.7,56.0,6.91,6.83,4.24,5857.768092366575,0
4477,1.03,Premium,H,SI1,62.5,59.0,6.46,6.41,4.02,4502.162049810882,0
4478,0.3,Ideal,G,VS2,61.9,57.0,4.26,4.3,2.65,207.21246108756168,0
4479,0.27,Ideal,F,IF,61.8,55.0,4.16,4.19,2.58,861.3329624530961,0
4480,0.71,Ideal,G,VVS1,62.8,56.0,5.71,5.76,3.6,3664.978609854228,0
4481,1.04,Very Good,F,SI2,63.2,58.0,6.39,6.34,4.02,4710.989350805561,0
4482,1.14,Ideal,G,VVS1,61.1,58.0,6.74,6.77,4.13,9356.181460962227,0
4483,0.74,Very Good,E,SI2,63.1,57.0,5.8,5.76,3.65,2059.7558621718963,0
4484,1.05,Very Good,F,IF,59.7,55.0,6.66,6.73,4.0,10769.91733135824,0
4485,1.12,Fair,I,SI2,64.6,57.0,6.5,6.47,4.19,4144.151421235572,1
4486,1.1,Ideal,H,SI2,63.1,58.0,6.54,6.53,4.12,4748.934937803157,0
4487,0.31,Premium,D,SI1,60.0,61.0,4.43,4.41,2.65,490.5132542618885,0
4488,0.71,Very Good,H,SI1,60.7,60.0,5.73,5.76,3.49,2215.015607598725,0
4489,1.01,Premium,F,VS1,62.4,61.0,6.39,6.36,3.98,6796.2066582397565,0
4490,0.33,Very Good,G,VVS2,60.9,59.0,4.45,4.49,2.72,784.5185102358591,0
4491,0.91,Good,D,SI1,63.1,61.0,6.1,6.16,3.87,4200.695870204203,1
4492,0.5,Premium,F,VS2,61.4,60.0,5.13,5.17,3.16,959.7759130260747,0
4493,0.27,Very Good,E,VVS2,61.8,59.0,4.14,4.18,2.57,575.3672605873653,0
4494,0.32,Ideal,F,VS2,62.4,54.0,4.38,4.4,2.74,820.8095195737769,0
4495,0.55,Ideal,E,SI1,60.8,56.0,5.31,5.34,3.24,1516.527188631273,0
4496,0.52,Ideal,I,VVS2,62.2,57.0,5.18,5.11,3.2,1094.980010063733,0
4497,1.5,Very Good,G,VS1,62.4,57.0,7.24,7.31,4.54,13423.025522183569,0
4498,0.41,Good,G,SI1,64.3,54.0,4.72,4.68,3.02,381.185521227515,1
4499,0.32,Premium,G,VS2,62.1,60.0,4.34,4.39,2.71,173.41339429210348,0
4500,0.3,Ideal,F,VS1,62.3,56.0,4.26,4.28,2.66,823.903004728425,0
4501,0.59,Very Good,E,SI2,63.8,57.0,5.31,5.34,3.4,1262.496313646865,0
4502,2.11,Premium,J,SI1,62.4,58.0,8.27,8.17,5.13,12540.395426712314,0
4503,0.52,Ideal,E,SI1,60.7,55.0,5.23,5.22,3.18,1344.3453652881872,0
4504,0.8,Very Good,F,VS1,63.8,55.0,5.84,5.89,3.74,4523.349401746738,0
4505,0.29,Very Good,G,VVS1,61.5,57.0,4.24,4.27,2.62,882.2374284785365,0
4506,0.31,Very Good,G,VVS1,62.6,61.0,4.28,4.31,2.69,755.3920886685919,0
4507,1.7,Premium,I,VS2,61.3,59.0,7.69,7.59,4.68,11383.192325536289,0
4508,0.32,Ideal,D,SI1,61.5,56.0,4.42,4.39,2.71,676.4684641062595,0
4509,1.09,Ideal,E,SI1,61.1,55.0,6.7,6.66,4.08,6081.384219757452,0
4510,1.5,Ideal,F,SI1,61.8,56.0,7.27,7.34,4.52,11082.414943530272,0
4511,1.01,Good,E,SI1,63.7,58.0,6.32,6.36,4.04,5086.718142557802,1
4512,0.51,Good,G,VVS2,57.6,56.0,5.27,5.35,3.06,2275.8509166238036,1
4513,0.35,Good,E,VS1,61.3,65.0,4.51,4.53,2.77,489.4896615469406,1
4514,2.02,Ideal,J,SI1,62.7,54.2,8.03,8.08,5.05,12258.472745939305,0
4515,0.9,Very Good,E,SI1,62.6,58.0,6.11,6.15,3.84,4452.872203174087,0
4516,1.0,Good,G,VS2,56.6,61.0,6.65,6.61,3.75,5529.838657761626,1
4517,1.02,Ideal,F,VS2,62.1,57.0,6.44,6.37,3.98,6540.752352363099,0
4518,0.33,Ideal,I,SI1,61.3,56.0,4.44,4.47,2.73,786.2412822045335,0
4519,1.5,Premium,E,VS1,59.5,61.0,7.46,7.43,4.43,15146.284582590848,0
4520,0.59,Ideal,F,SI1,62.3,54.0,5.37,5.41,3.36,1721.1972838834263,0
4521,0.3,Ideal,F,VS2,61.9,54.0,4.29,4.33,2.67,957.8393743643901,0
4522,0.4,Ideal,D,VS2,61.7,56.0,4.72,4.74,2.92,1125.6924542905472,0
4523,0.61,Ideal,D,VS2,61.0,57.0,5.49,5.53,3.36,2317.5127694214025,0
4524,0.5,Very Good,D,VS2,59.1,59.0,5.19,5.24,3.08,1499.1634789032978,0
4525,1.12,Premium,H,SI1,61.6,59.0,6.63,6.67,4.1,5632.651197577954,0
4526,0.53,Ideal,D,IF,61.5,54.0,5.27,5.21,3.22,2528.1977960091826,0
4527,1.01,Ideal,F,VS1,61.8,57.0,6.41,6.46,3.98,7162.559950367737,0
4528,0.31,Good,I,VVS1,63.1,59.0,4.25,4.31,2.7,620.3400802672713,1
4529,2.06,Ideal,I,SI2,62.3,57.0,8.2,8.12,5.09,12521.45702229521,0
4530,1.14,Ideal,H,SI1,61.6,56.0,6.72,6.74,4.14,5786.772107559689,0
4531,0.3,Ideal,F,VVS1,62.3,56.0,4.3,4.34,2.69,650.9002600447202,0
4532,0.74,Good,J,VS2,60.6,62.6,5.79,5.85,3.53,2024.8633027537835,1
4533,1.18,Premium,G,SI2,61.4,58.0,6.82,6.77,4.17,5397.694560765543,0
4534,1.01,Premium,E,VS1,60.8,59.0,6.46,6.42,3.92,7443.258570652833,0
4535,0.7,Fair,H,VVS2,64.5,65.0,5.52,5.45,3.54,1850.8236199619496,1
4536,0.41,Very Good,H,VS1,62.0,56.0,4.74,4.78,2.95,977.5412404614872,0
4537,1.22,Very Good,H,SI1,63.5,55.0,6.78,6.73,4.29,6509.960329723202,0
4538,0.37,Premium,E,VS2,60.6,58.0,4.65,4.62,2.81,833.2616782049299,0
4539,1.09,Premium,H,SI2,59.6,61.0,6.69,6.63,3.97,4554.497437051525,0
4540,0.78,Very Good,F,SI1,62.4,58.0,5.83,5.86,3.65,3109.7174469960046,0
4541,1.07,Ideal,G,VVS2,62.4,55.6,6.48,6.55,4.07,8373.588435312926,0
4542,0.4,Premium,E,VVS2,61.4,56.0,4.81,4.74,2.93,827.3540099800375,0
4543,1.71,Very Good,D,SI2,62.1,58.0,7.56,7.64,4.72,11746.53369289249,0
4544,0.28,Very Good,E,VS2,63.0,59.0,4.11,4.15,2.6,799.8603268436636,0
4545,0.32,Ideal,E,VS2,61.5,56.0,4.43,4.45,2.73,679.0972151725,0
4546,0.34,Ideal,J,VS1,61.9,53.9,4.5,4.53,2.79,631.4767451246225,0
4547,0.32,Ideal,J,VVS1,62.3,54.0,4.41,4.43,2.75,637.0253663074182,0
4548,0.3,Ideal,H,VVS1,61.3,57.0,4.32,4.36,2.66,709.3353085347298,0
4549,0.77,Good,H,VVS2,64.3,57.9,5.7,5.86,3.71,3102.8625907680544,1
4550,0.3,Ideal,I,VVS1,61.1,57.0,4.36,4.32,2.65,525.9724371171105,0
4551,0.9,Good,G,VS2,62.1,59.0,6.02,6.16,3.78,4899.72950684794,1
4552,1.02,Good,F,SI1,63.2,59.0,6.35,6.38,4.02,4981.0300896082335,1
4553,0.7,Very Good,F,SI1,61.1,57.0,5.7,5.73,3.49,2505.751884399011,0
4554,0.43,Premium,F,VS2,59.8,58.0,4.89,4.94,2.94,1131.2909056951612,0
4555,1.22,Ideal,I,SI1,60.8,57.0,6.95,6.89,4.21,5751.991202204383,0
4556,1.02,Very Good,J,SI2,62.6,60.0,6.39,6.42,4.01,3245.8140871182914,0
4557,0.31,Ideal,I,IF,62.2,54.0,4.39,4.36,2.72,552.3798488666107,0
4558,0.9,Premium,I,SI2,60.6,60.0,6.23,6.28,3.79,2795.9625195272893,0
4559,1.51,Ideal,G,VVS2,60.5,56.0,7.45,7.42,4.5,14532.080233376568,0
4560,0.41,Very Good,D,SI1,63.0,56.0,4.75,4.8,3.01,787.8655841024483,0
4561,1.01,Ideal,G,VS2,62.4,56.0,6.42,6.39,4.0,6178.240287948103,0
4562,2.03,Premium,J,SI1,60.1,58.0,8.26,8.21,4.95,11879.947097623679,0
4563,1.21,Very Good,D,SI2,62.3,59.0,6.74,6.78,4.21,6534.7085709021885,0
4564,0.41,Premium,G,VS2,60.8,59.0,4.78,4.8,2.91,806.1924815890306,0
4565,1.0,Good,I,VS1,63.9,56.0,6.37,6.18,4.01,3813.9822063323554,1
4566,1.02,Ideal,G,VVS1,61.5,57.0,6.44,6.47,3.97,7864.885893870996,0
4567,0.3,Ideal,D,VS2,61.9,57.0,4.29,4.33,2.67,809.4828685228713,0
4568,0.41,Ideal,F,VVS1,60.3,56.0,4.8,4.85,2.91,1590.8980253233603,0
4569,0.31,Very Good,F,SI1,63.2,56.0,4.31,4.27,2.71,542.7509609144909,0
4570,0.32,Premium,H,VVS1,61.5,59.0,4.41,4.37,2.7,664.1219723094146,0
4571,0.38,Premium,H,SI1,61.2,62.0,4.66,4.62,2.84,452.50173372177596,0
4572,2.0,Premium,G,SI1,59.0,62.0,6.16,6.15,4.82,23787.332298155212,0
4573,0.62,Ideal,H,IF,61.9,55.0,5.5,5.52,3.41,2548.277638595435,0
4574,0.31,Very Good,H,VS2,63.1,58.0,4.32,4.27,2.71,109.53491447289525,0
4575,0.4,Very Good,D,VS1,63.3,57.0,4.66,4.72,2.97,940.0207445177948,0
4576,1.01,Very Good,G,VS2,63.4,55.0,6.35,6.4,4.04,6223.809395744964,0
4577,2.0,Fair,E,SI2,59.9,61.0,8.16,8.04,4.86,14353.792741077741,1
4578,0.9,Premium,D,SI2,62.3,58.0,6.27,6.05,3.84,3293.8111477107814,0
4579,0.47,Premium,E,SI1,60.2,61.0,5.05,4.96,3.02,930.2437572430317,0
4580,0.32,Ideal,D,SI1,61.5,54.0,4.42,4.46,2.73,769.2985934730787,0
4581,1.24,Premium,J,VS2,61.4,59.0,6.91,6.83,4.22,5435.147306060653,0
4582,0.37,Ideal,G,VVS1,61.4,55.0,4.67,4.71,2.88,837.4170402855743,0
4583,0.74,Premium,G,SI2,62.7,60.0,5.78,5.73,3.61,1746.1886888238587,0
4584,0.53,Ideal,H,VS1,61.6,57.0,5.18,5.24,3.21,1476.6087181028488,0
4585,0.54,Very Good,E,SI1,60.2,58.0,5.23,5.37,3.19,1675.7961498458353,0
4586,0.71,Fair,J,VS2,64.4,56.0,5.64,5.6,3.62,1509.923028142628,1
4587,0.32,Ideal,D,SI1,62.0,57.0,4.42,4.38,2.73,536.9857118517793,0
4588,0.32,Ideal,E,VS1,61.9,56.0,4.38,4.41,2.72,811.3427808141059,0
4589,0.91,Ideal,I,VS1,62.5,55.0,6.25,6.2,3.89,3662.803409703585,0
4590,0.46,Ideal,I,IF,62.2,55.0,4.94,4.97,3.08,1181.9252672263174,0
